"","ï..REF_DATE","GEO","Sex","Selected.sites.of.cancer..ICD.O.3.","Cancer incidence (age-standardized rate per 100,000 population)"
"718","2007/2009","Peer group F","Both sexes","All invasive primary cancer sites (including in situ bladder)",436.1
"719","2007/2009","Peer group F excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",417
"720","2007/2009","Peer group G","Both sexes","All invasive primary cancer sites (including in situ bladder)",497.8
"721","2007/2009","Peer group G excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",475.4
"722","2007/2009","Peer group H","Both sexes","All invasive primary cancer sites (including in situ bladder)",474
"723","2007/2009","Peer group I","Both sexes","All invasive primary cancer sites (including in situ bladder)",528.5
"724","2007/2009","Perth District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",508.8
"725","2007/2009","Peterborough County-City Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",505.2
"726","2007/2009","Prairie North Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",479.3
"727","2007/2009","Prince Albert Parkland Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",516.5
"728","2007/2009","Prince Edward Island","Both sexes","All invasive primary cancer sites (including in situ bladder)",580
"729","2007/2009","Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",550.4
"730","2007/2009","RÃ©gion de l'Abitibi-TÃ©miscamingue, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",562.3
"731","2007/2009","RÃ©gion de l'Estrie, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",558.1
"732","2007/2009","RÃ©gion de la CÃ´te-Nord, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",647.4
"733","2007/2009","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",630.6
"734","2007/2009","RÃ©gion des Laurentides, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",570.5
"735","2007/2009","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",447.3
"736","2007/2009","RÃ©gion du Bas-Saint-Laurent, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",539.7
"737","2007/2009","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",563.7
"738","2007/2009","RÃ©gion du Nunavik, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",797.1
"739","2007/2009","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",584.7
"740","2007/2009","Renfrew County and District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",525.7
"741","2007/2009","Richmond Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",419.6
"742","2007/2009","Simcoe Muskoka District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",519.5
"743","2007/2009","South East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",518.6
"744","2007/2009","South Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",498.6
"745","2007/2009","Sudbury and District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",532.5
"746","2007/2009","Sunrise Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",566.9
"747","2007/2009","Thunder Bay District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",570.2
"748","2007/2009","Toronto Central Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",479.2
"749","2007/2009","Wellington-Dufferin-Guelph Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",502.4
"750","2007/2009","Western Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",590.2
"751","2007/2009","Winnipeg Regional Health Authority, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",551.7
"752","2007/2009","Yukon","Both sexes","All invasive primary cancer sites (including in situ bladder)",442.5
"753","2007/2009","Zone 1 - Western, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",534
"754","2007/2009","Zone 1 (Moncton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",596
"755","2007/2009","Zone 2 (Saint John area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",608.4
"756","2007/2009","Zone 3 - Eastern, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",584.8
"757","2007/2009","Zone 4 - Central, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",596.9
"758","2007/2009","Zone 4 (Edmundston area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",556.3
"759","2007/2009","Zone 6 (Bathurst area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",573.1
"760","2007/2009","Zone 7 (Miramichi area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",635
"762","2008/2010","Central Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",554.7
"763","2008/2010","Central West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",430.2
"764","2008/2010","Champlain Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",498.3
"765","2008/2010","Chatham-Kent Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",561
"766","2008/2010","City of Ottawa Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",489.8
"767","2008/2010","Cypress Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",510.5
"768","2008/2010","East Kootenay Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",463.6
"769","2008/2010","Edmonton Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",518.9
"770","2008/2010","Elgin-St. Thomas Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",552
"771","2008/2010","Fraser North Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",482
"772","2008/2010","Haldimand-Norfolk Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",562.6
"773","2008/2010","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",548.7
"774","2008/2010","Hamilton Niagara Haldimand Brant Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",555.9
"775","2008/2010","Hastings and Prince Edward Counties Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",505.3
"776","2008/2010","Huron County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",524.7
"777","2008/2010","Interlake-Eastern Regional Health Authority, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",520
"778","2008/2010","Middlesex-London Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",522.2
"779","2008/2010","Mississauga Halton Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",511.8
"780","2008/2010","New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",566
"781","2008/2010","North East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",547.4
"782","2008/2010","North Vancouver Island Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",534.3
"783","2008/2010","North West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",540.5
"784","2008/2010","Northern Interior Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",523.2
"785","2008/2010","Northwestern Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",442.2
"786","2008/2010","Oxford County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",508.1
"787","2008/2010","Peer group A","Both sexes","All invasive primary cancer sites (including in situ bladder)",540.3
"788","2008/2010","Peer group C excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",537
"789","2008/2010","Peer group E excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",557.8
"790","2008/2010","Peer group F","Both sexes","All invasive primary cancer sites (including in situ bladder)",433.2
"791","2008/2010","Peer group F excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",415.7
"792","2008/2010","Peer group H","Both sexes","All invasive primary cancer sites (including in situ bladder)",472.6
"793","2008/2010","Peer group I","Both sexes","All invasive primary cancer sites (including in situ bladder)",521.2
"794","2008/2010","Prairie North Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",484.3
"795","2008/2010","Prince Albert Parkland Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",489.6
"796","2008/2010","Prince Edward Island","Both sexes","All invasive primary cancer sites (including in situ bladder)",555.5
"797","2008/2010","Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",545
"798","2008/2010","RÃ©gion de l'Abitibi-TÃ©miscamingue, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",575.1
"799","2008/2010","RÃ©gion de l'Estrie, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",554.1
"800","2008/2010","RÃ©gion de la CÃ´te-Nord, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",639.7
"801","2008/2010","RÃ©gion de la Capitale-Nationale, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",559.4
"802","2008/2010","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",620
"803","2008/2010","RÃ©gion de LanaudiÃ¨re, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",584.1
"804","2008/2010","RÃ©gion de Laval, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",538.4
"805","2008/2010","RÃ©gion de MontrÃ©al, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",525.2
"806","2008/2010","RÃ©gion des Laurentides, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",562.9
"807","2008/2010","RÃ©gion du Bas-Saint-Laurent, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",538.3
"808","2008/2010","RÃ©gion du Nunavik, Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",771.6
"809","2008/2010","Renfrew County and District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",509.5
"810","2008/2010","Richmond Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",417.1
"811","2008/2010","Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",517.9
"812","2008/2010","South East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",524.9
"813","2008/2010","South Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",491.5
"814","2008/2010","Sun Country Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",519.1
"815","2008/2010","Sunrise Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",576.7
"816","2008/2010","Timiskaming Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",553.1
"817","2008/2010","Toronto Central Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",487.6
"818","2008/2010","Vancouver Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",445.3
"819","2008/2010","Wellington-Dufferin-Guelph Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",527.2
"820","2008/2010","Western Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",605.7
"821","2008/2010","Yukon","Both sexes","All invasive primary cancer sites (including in situ bladder)",436
"822","2008/2010","Zone 1 (Moncton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",598
"823","2008/2010","Zone 2 (Saint John area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",588.8
"824","2008/2010","Zone 6 (Bathurst area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",560.1
"825","2008/2010","Zone 7 (Miramichi area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",618.6
"827","2009/2011","Central Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",507
"828","2009/2011","Central Vancouver Island Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",515.1
"829","2009/2011","Central West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",437.5
"830","2009/2011","Central Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",519.4
"831","2009/2011","Chatham-Kent Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",606.5
"832","2009/2011","City of Ottawa Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",507.3
"833","2009/2011","Cypress Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",499.2
"834","2009/2011","District of Algoma Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",578.8
"835","2009/2011","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",578.9
"836","2009/2011","Erie St. Clair Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",568
"837","2009/2011","Fraser East Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",516.1
"838","2009/2011","Fraser North Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",478.8
"839","2009/2011","Fraser South Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",474.5
"840","2009/2011","Grey Bruce Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",561.4
"841","2009/2011","Haldimand-Norfolk Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",576.4
"842","2009/2011","Hamilton Niagara Haldimand Brant Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",568.1
"843","2009/2011","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",565
"844","2009/2011","Lambton Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",598.5
"845","2009/2011","Leeds, Grenville and Lanark District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",542
"846","2009/2011","Mamawetan/Keewatin/Athabasca, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",587.4
"847","2009/2011","New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",553.6
"848","2009/2011","Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",572.3
"849","2009/2011","Niagara Regional Area Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",569
"850","2009/2011","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",503.9
"851","2009/2011","Northeast Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",503.3
"852","2009/2011","Northwestern Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",465.6
"853","2009/2011","Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",557.9
"854","2009/2011","Nunavut","Both sexes","All invasive primary cancer sites (including in situ bladder)",495.5
"855","2009/2011","Okanagan Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",494.4
"856","2009/2011","Peer group F excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",411
"857","2009/2011","Peer group I excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",520.2
"858","2009/2011","Peterborough County-City Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",553.5
"859","2009/2011","Porcupine Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",561.2
"860","2009/2011","Prairie Mountain Health, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",545.5
"861","2009/2011","Richmond Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",434.7
"862","2009/2011","Saskatoon Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",485.3
"863","2009/2011","Simcoe Muskoka District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",571
"864","2009/2011","South East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",555
"865","2009/2011","South West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",538.7
"866","2009/2011","Sudbury and District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",570.4
"867","2009/2011","Sun Country Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",506.5
"868","2009/2011","Sunrise Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",557
"869","2009/2011","Vancouver Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",443.4
"870","2009/2011","Waterloo Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",544.9
"871","2009/2011","York Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",488.3
"872","2009/2011","Yukon","Both sexes","All invasive primary cancer sites (including in situ bladder)",439.7
"873","2009/2011","Zone 1 (Moncton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",586.1
"874","2009/2011","Zone 2 (Saint John area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",567.7
"875","2009/2011","Zone 3 - Eastern, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",568.5
"876","2009/2011","Zone 3 (Fredericton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",511.2
"877","2009/2011","Zone 4 - Central, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",575.7
"878","2009/2011","Zone 4 (Edmundston area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",535.6
"879","2009/2011","Zone 5 (Campbellton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",509.9
"880","2009/2011","Zone 7 (Miramichi area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",599.5
"881","2010/2012","British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",488.9
"882","2010/2012","Central Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",513.7
"883","2010/2012","Central Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",564.4
"884","2010/2012","Central West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",447.1
"885","2010/2012","Chatham-Kent Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",619.3
"886","2010/2012","Cypress Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",471.4
"887","2010/2012","District of Algoma Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",605.3
"888","2010/2012","East Kootenay Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",446.4
"889","2010/2012","Eastern Ontario Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",559.8
"890","2010/2012","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",565.2
"891","2010/2012","Elgin-St. Thomas Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",585.8
"892","2010/2012","Fraser North Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",472.5
"893","2010/2012","Fraser South Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",465.1
"894","2010/2012","Grey Bruce Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",558.8
"895","2010/2012","Haldimand-Norfolk Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",574.1
"896","2010/2012","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",599.4
"897","2010/2012","Heartland Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",510.1
"898","2010/2012","Huron County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",542.1
"899","2010/2012","Kelsey Trail Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",549.5
"900","2010/2012","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",582.3
"901","2010/2012","Lambton Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",604.9
"902","2010/2012","Niagara Regional Area Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",580.7
"903","2010/2012","North Bay Parry Sound District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",561.5
"904","2010/2012","North East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",583.3
"905","2010/2012","North Simcoe Muskoka Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",589.6
"906","2010/2012","North West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",550.9
"907","2010/2012","Nunavut","Both sexes","All invasive primary cancer sites (including in situ bladder)",454.1
"908","2010/2012","Okanagan Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",500
"909","2010/2012","Peel Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",481.7
"910","2010/2012","Peer group C excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",549.7
"911","2010/2012","Peer group F excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",388.6
"912","2010/2012","Peer group G excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",501.5
"913","2010/2012","Peterborough County-City Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",558.2
"914","2010/2012","Porcupine Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",565.7
"915","2010/2012","Prairie North Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",449
"916","2010/2012","Prince Edward Island","Both sexes","All invasive primary cancer sites (including in situ bladder)",548.4
"917","2010/2012","Richmond Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",438.5
"918","2010/2012","South East Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",572.2
"919","2010/2012","Southern Health, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",503.8
"920","2010/2012","Sunrise Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",528.4
"921","2010/2012","Vancouver Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",438.4
"922","2010/2012","Western Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",582.2
"923","2010/2012","Windsor-Essex County Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",555.4
"924","2010/2012","Winnipeg Regional Health Authority, Manitoba","Both sexes","All invasive primary cancer sites (including in situ bladder)",527.9
"925","2010/2012","York Regional Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",494.6
"926","2010/2012","Yukon","Both sexes","All invasive primary cancer sites (including in situ bladder)",410.6
"927","2010/2012","Zone 1 - Western, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",548.2
"928","2010/2012","Zone 3 - Eastern, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",573.6
"929","2010/2012","Zone 4 - Central, Nova Scotia","Both sexes","All invasive primary cancer sites (including in situ bladder)",577.3
"930","2010/2012","Zone 5 (Campbellton area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",552.7
"931","2010/2012","Zone 7 (Miramichi area), New Brunswick","Both sexes","All invasive primary cancer sites (including in situ bladder)",615.1
"932","2011/2013","Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",500.6
"933","2011/2013","British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",487.4
"934","2011/2013","Calgary Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",482.3
"935","2011/2013","Central Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",558.9
"936","2011/2013","Central West Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",447.8
"937","2011/2013","Chatham-Kent Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",594
"938","2011/2013","Cypress Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",493.3
"939","2011/2013","District of Algoma Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",627.4
"940","2011/2013","East Kootenay Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",437.4
"941","2011/2013","Edmonton Zone, Alberta","Both sexes","All invasive primary cancer sites (including in situ bladder)",500.3
"942","2011/2013","Elgin-St. Thomas Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",584.2
"943","2011/2013","Erie St. Clair Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",570
"944","2011/2013","Fraser South Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",467.2
"945","2011/2013","Haldimand-Norfolk Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",571.4
"946","2011/2013","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",566.8
"947","2011/2013","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes","All invasive primary cancer sites (including in situ bladder)",494
"948","2011/2013","Lambton Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",589
"949","2011/2013","Leeds, Grenville and Lanark District Health Unit, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",543.3
"950","2011/2013","Mamawetan/Keewatin/Athabasca, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",588.6
"951","2011/2013","Mississauga Halton Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",518.1
"952","2011/2013","North Simcoe Muskoka Health Integration Network, Ontario","Both sexes","All invasive primary cancer sites (including in situ bladder)",577.2
"953","2011/2013","Northwest Health Service Delivery Area, British Columbia","Both sexes","All invasive primary cancer sites (including in situ bladder)",487.1
"954","2011/2013","Nunavut","Both sexes","All invasive primary cancer sites (including in situ bladder)",425
"955","2011/2013","Peer group F excluding Quebec","Both sexes","All invasive primary cancer sites (including in situ bladder)",384.7
"956","2011/2013","Prairie North Regional Health Authority, Saskatchewan","Both sexes","All invasive primary cancer sites (including in situ bladder)",437
