"","ï..REF_DATE","GEO","Sex","All.invasive.primary.cancer.sites..including.in.situ.bladder.","Bronchus.and.lung.cancer..C34.0.C34.9.","Colon..rectum.and.rectosigmoid.junction.cancer..C18.0.C18.9..C19.9..C20.9..C26.0.","Female.breast.cancer..C50.0.C50.9.","Prostate.cancer..C61.9."
"4188","2011/2013","North West Health Integration Network, Ontario","Males",563.1,87.4,75.9,NA,100.6
"4189","2011/2013","North Zone, Alberta","Both sexes",523.9,81.5,69.1,NA,NA
"4190","2011/2013","North Zone, Alberta","Females",478.1,83.8,55.9,117.8,NA
"4191","2011/2013","North Zone, Alberta","Males",576.1,80.7,82.4,NA,150.2
"4192","2011/2013","Northeast Health Service Delivery Area, British Columbia","Both sexes",502.9,81.9,60.5,NA,NA
"4193","2011/2013","Northeast Health Service Delivery Area, British Columbia","Females",462.8,90.6,50.4,124.2,NA
"4194","2011/2013","Northeast Health Service Delivery Area, British Columbia","Males",551.1,77.9,71.2,NA,142
"4195","2011/2013","Northern Interior Health Service Delivery Area, British Columbia","Both sexes",531.8,88.1,65.2,NA,NA
"4196","2011/2013","Northern Interior Health Service Delivery Area, British Columbia","Females",479.3,86.6,54.2,121.1,NA
"4197","2011/2013","Northern Interior Health Service Delivery Area, British Columbia","Males",588.7,90.8,74.9,NA,130.1
"4198","2011/2013","Northern Regional Health Authority, Manitoba","Both sexes",545.5,77.9,89.6,NA,NA
"4199","2011/2013","Northern Regional Health Authority, Manitoba","Females",492.4,60,67.3,103.4,NA
"4200","2011/2013","Northern Regional Health Authority, Manitoba","Males",607.3,100.8,114.1,NA,94.6
"4201","2011/2013","Northwest Health Service Delivery Area, British Columbia","Both sexes",487.1,69.4,61.2,NA,NA
"4202","2011/2013","Northwest Health Service Delivery Area, British Columbia","Females",437,61.8,55,106.7,NA
"4203","2011/2013","Northwest Health Service Delivery Area, British Columbia","Males",537.5,75.4,65.6,NA,142.5
"4204","2011/2013","Northwest Territories","Both sexes",511.8,84.8,101.4,NA,NA
"4205","2011/2013","Northwest Territories","Females",467,58.9,91.4,124.5,NA
"4206","2011/2013","Northwest Territories","Males",558.1,110.7,111.2,NA,89.8
"4207","2011/2013","Northwestern Health Unit, Ontario","Both sexes",416.9,66.4,65.9,NA,NA
"4208","2011/2013","Northwestern Health Unit, Ontario","Females",418.1,59.8,55.7,112.8,NA
"4209","2011/2013","Northwestern Health Unit, Ontario","Males",427.8,75.7,78.3,NA,47.5
"4210","2011/2013","Nova Scotia","Both sexes",558.6,85.6,76.1,NA,NA
"4211","2011/2013","Nova Scotia","Females",501.2,76.2,64.6,124.4,NA
"4212","2011/2013","Nova Scotia","Males",635.1,99.1,90,NA,144.9
"4213","2011/2013","Nunavut","Both sexes",425,142.6,100,NA,NA
"4214","2011/2013","Nunavut","Females",454.3,179.4,101.8,45.3,NA
"4215","2011/2013","Nunavut","Males",384.1,105.3,95.5,NA,39.9
"4216","2011/2013","Okanagan Health Service Delivery Area, British Columbia","Both sexes",504.8,67.8,63.4,NA,NA
"4217","2011/2013","Okanagan Health Service Delivery Area, British Columbia","Females",456.4,62.1,53.3,129.4,NA
"4218","2011/2013","Okanagan Health Service Delivery Area, British Columbia","Males",564.7,75.1,74.7,NA,131.3
"4219","2011/2013","Ontario by Health Unit","Both sexes",531.9,66.1,58.1,NA,NA
"4220","2011/2013","Ontario by Health Unit","Females",490.8,59.4,48.2,128.5,NA
"4221","2011/2013","Ontario by Health Unit","Males",591.8,75.6,70.2,NA,134.9
"4222","2011/2013","Ontario by Local Health Integration Network","Both sexes",531.9,66.1,58.1,NA,NA
"4223","2011/2013","Ontario by Local Health Integration Network","Females",490.8,59.4,48.2,128.5,NA
"4224","2011/2013","Ontario by Local Health Integration Network","Males",591.8,75.6,70.2,NA,134.9
"4225","2011/2013","Oxford County Health Unit, Ontario","Both sexes",504.8,57.7,58,NA,NA
"4226","2011/2013","Oxford County Health Unit, Ontario","Females",457.9,53.8,48.6,117.8,NA
"4227","2011/2013","Oxford County Health Unit, Ontario","Males",568.5,62.6,69.9,NA,125.9
"4228","2011/2013","Peel Regional Health Unit, Ontario","Both sexes",476.2,48.6,49.4,NA,NA
"4229","2011/2013","Peel Regional Health Unit, Ontario","Females",439,41.9,38.8,121.1,NA
"4230","2011/2013","Peel Regional Health Unit, Ontario","Males",530.4,57.6,61.8,NA,130
"4231","2011/2013","Perth District Health Unit, Ontario","Both sexes",520.5,61.6,63.7,NA,NA
"4232","2011/2013","Perth District Health Unit, Ontario","Females",493.3,61.1,52.4,124.1,NA
"4233","2011/2013","Perth District Health Unit, Ontario","Males",564.7,64.9,78,NA,133.4
"4234","2011/2013","Peterborough County-City Health Unit, Ontario","Both sexes",535.8,83.8,54.7,NA,NA
"4235","2011/2013","Peterborough County-City Health Unit, Ontario","Females",504.6,77.5,43.7,130,NA
"4236","2011/2013","Peterborough County-City Health Unit, Ontario","Males",582.3,92.4,67.6,NA,110.1
"4237","2011/2013","Porcupine Health Unit, Ontario","Both sexes",541.1,85.7,59.7,NA,NA
"4238","2011/2013","Porcupine Health Unit, Ontario","Females",498.4,79.7,38.4,120.4,NA
"4239","2011/2013","Porcupine Health Unit, Ontario","Males",602.4,96.5,84.5,NA,116.5
"4240","2011/2013","Prairie Mountain Health, Manitoba","Both sexes",514.8,74.2,72.6,NA,NA
"4241","2011/2013","Prairie Mountain Health, Manitoba","Females",482.8,72.4,61.9,118.5,NA
"4242","2011/2013","Prairie Mountain Health, Manitoba","Males",557.3,77.6,84.5,NA,104
"4243","2011/2013","Prairie North Regional Health Authority, Saskatchewan","Both sexes",437,56.3,74.6,NA,NA
"4244","2011/2013","Prairie North Regional Health Authority, Saskatchewan","Females",425.5,49.9,66.4,130.6,NA
"4245","2011/2013","Prairie North Regional Health Authority, Saskatchewan","Males",449.6,62.1,82.3,NA,93.3
"4246","2011/2013","Prince Albert Parkland Regional Health Authority, Saskatchewan","Both sexes",490.9,78.8,69.1,NA,NA
"4247","2011/2013","Prince Albert Parkland Regional Health Authority, Saskatchewan","Females",443.9,76.6,44.6,133,NA
"4248","2011/2013","Prince Albert Parkland Regional Health Authority, Saskatchewan","Males",548.3,83.2,96.6,NA,148.4
"4249","2011/2013","Prince Edward Island","Both sexes",547.2,72.5,74.2,NA,NA
"4250","2011/2013","Prince Edward Island","Females",467.8,57.4,62.4,131.3,NA
"4251","2011/2013","Prince Edward Island","Males",650.9,92.5,88.9,NA,172.7
"4252","2011/2013","Quebec","Both sexes",NA,NA,NA,NA,NA
"4253","2011/2013","Quebec","Females",NA,NA,NA,NA,NA
"4254","2011/2013","Quebec","Males",NA,NA,NA,NA,NA
"4255","2011/2013","RÃ©gion de l'Abitibi-TÃ©miscamingue, Quebec","Both sexes",NA,NA,NA,NA,NA
"4256","2011/2013","RÃ©gion de l'Abitibi-TÃ©miscamingue, Quebec","Females",NA,NA,NA,NA,NA
"4257","2011/2013","RÃ©gion de l'Abitibi-TÃ©miscamingue, Quebec","Males",NA,NA,NA,NA,NA
"4258","2011/2013","RÃ©gion de l'Estrie, Quebec","Both sexes",NA,NA,NA,NA,NA
"4259","2011/2013","RÃ©gion de l'Estrie, Quebec","Females",NA,NA,NA,NA,NA
"4260","2011/2013","RÃ©gion de l'Estrie, Quebec","Males",NA,NA,NA,NA,NA
"4261","2011/2013","RÃ©gion de l'Outaouais, Quebec","Both sexes",NA,NA,NA,NA,NA
"4262","2011/2013","RÃ©gion de l'Outaouais, Quebec","Females",NA,NA,NA,NA,NA
"4263","2011/2013","RÃ©gion de l'Outaouais, Quebec","Males",NA,NA,NA,NA,NA
"4264","2011/2013","RÃ©gion de la CÃ´te-Nord, Quebec","Both sexes",NA,NA,NA,NA,NA
"4265","2011/2013","RÃ©gion de la CÃ´te-Nord, Quebec","Females",NA,NA,NA,NA,NA
"4266","2011/2013","RÃ©gion de la CÃ´te-Nord, Quebec","Males",NA,NA,NA,NA,NA
"4267","2011/2013","RÃ©gion de la Capitale-Nationale, Quebec","Both sexes",NA,NA,NA,NA,NA
"4268","2011/2013","RÃ©gion de la Capitale-Nationale, Quebec","Females",NA,NA,NA,NA,NA
"4269","2011/2013","RÃ©gion de la Capitale-Nationale, Quebec","Males",NA,NA,NA,NA,NA
"4270","2011/2013","RÃ©gion de la ChaudiÃ¨re-Appalaches, Quebec","Both sexes",NA,NA,NA,NA,NA
"4271","2011/2013","RÃ©gion de la ChaudiÃ¨re-Appalaches, Quebec","Females",NA,NA,NA,NA,NA
"4272","2011/2013","RÃ©gion de la ChaudiÃ¨re-Appalaches, Quebec","Males",NA,NA,NA,NA,NA
"4273","2011/2013","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Both sexes",NA,NA,NA,NA,NA
"4274","2011/2013","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Females",NA,NA,NA,NA,NA
"4275","2011/2013","RÃ©gion de la GaspÃ©sie - ÃŽles-de-la-Madeleine, Quebec","Males",NA,NA,NA,NA,NA
"4276","2011/2013","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Both sexes",NA,NA,NA,NA,NA
"4277","2011/2013","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Females",NA,NA,NA,NA,NA
"4278","2011/2013","RÃ©gion de la Mauricie et du Centre-du-QuÃ©bec, Quebec","Males",NA,NA,NA,NA,NA
"4279","2011/2013","RÃ©gion de la MontÃ©rÃ©gie, Quebec","Both sexes",NA,NA,NA,NA,NA
"4280","2011/2013","RÃ©gion de la MontÃ©rÃ©gie, Quebec","Females",NA,NA,NA,NA,NA
"4281","2011/2013","RÃ©gion de la MontÃ©rÃ©gie, Quebec","Males",NA,NA,NA,NA,NA
"4282","2011/2013","RÃ©gion de LanaudiÃ¨re, Quebec","Both sexes",NA,NA,NA,NA,NA
"4283","2011/2013","RÃ©gion de LanaudiÃ¨re, Quebec","Females",NA,NA,NA,NA,NA
"4284","2011/2013","RÃ©gion de LanaudiÃ¨re, Quebec","Males",NA,NA,NA,NA,NA
"4285","2011/2013","RÃ©gion de Laval, Quebec","Both sexes",NA,NA,NA,NA,NA
"4286","2011/2013","RÃ©gion de Laval, Quebec","Females",NA,NA,NA,NA,NA
"4287","2011/2013","RÃ©gion de Laval, Quebec","Males",NA,NA,NA,NA,NA
"4288","2011/2013","RÃ©gion de MontrÃ©al, Quebec","Both sexes",NA,NA,NA,NA,NA
"4289","2011/2013","RÃ©gion de MontrÃ©al, Quebec","Females",NA,NA,NA,NA,NA
"4290","2011/2013","RÃ©gion de MontrÃ©al, Quebec","Males",NA,NA,NA,NA,NA
"4291","2011/2013","RÃ©gion des Laurentides, Quebec","Both sexes",NA,NA,NA,NA,NA
"4292","2011/2013","RÃ©gion des Laurentides, Quebec","Females",NA,NA,NA,NA,NA
"4293","2011/2013","RÃ©gion des Laurentides, Quebec","Males",NA,NA,NA,NA,NA
"4294","2011/2013","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Both sexes",NA,NA,NA,NA,NA
"4295","2011/2013","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Females",NA,NA,NA,NA,NA
"4296","2011/2013","RÃ©gion des Terres-Cries-de-la-Baie-James, Quebec","Males",NA,NA,NA,NA,NA
"4297","2011/2013","RÃ©gion du Bas-Saint-Laurent, Quebec","Both sexes",NA,NA,NA,NA,NA
"4298","2011/2013","RÃ©gion du Bas-Saint-Laurent, Quebec","Females",NA,NA,NA,NA,NA
"4299","2011/2013","RÃ©gion du Bas-Saint-Laurent, Quebec","Males",NA,NA,NA,NA,NA
"4300","2011/2013","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Both sexes",NA,NA,NA,NA,NA
"4301","2011/2013","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Females",NA,NA,NA,NA,NA
"4302","2011/2013","RÃ©gion du Nord-du-QuÃ©bec, Quebec","Males",NA,NA,NA,NA,NA
"4303","2011/2013","RÃ©gion du Nunavik, Quebec","Both sexes",NA,NA,NA,NA,NA
"4304","2011/2013","RÃ©gion du Nunavik, Quebec","Females",NA,NA,NA,NA,NA
"4305","2011/2013","RÃ©gion du Nunavik, Quebec","Males",NA,NA,NA,NA,NA
"4306","2011/2013","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Both sexes",NA,NA,NA,NA,NA
"4307","2011/2013","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Females",NA,NA,NA,NA,NA
"4308","2011/2013","RÃ©gion du Saguenay - Lac-Saint-Jean, Quebec","Males",NA,NA,NA,NA,NA
"4309","2011/2013","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Both sexes",535.1,79.3,77.2,NA,NA
"4310","2011/2013","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Females",470.4,76.2,58.4,124,NA
"4311","2011/2013","Regina Qu'Appelle Regional Health Authority, Saskatchewan","Males",620.1,84.6,99.7,NA,164.3
"4312","2011/2013","Renfrew County and District Health Unit, Ontario","Both sexes",535.6,91.7,63.6,NA,NA
"4313","2011/2013","Renfrew County and District Health Unit, Ontario","Females",487.1,89.2,54.8,112.5,NA
"4314","2011/2013","Renfrew County and District Health Unit, Ontario","Males",607,98.1,73.3,NA,107.6
"4315","2011/2013","Richmond Health Service Delivery Area, British Columbia","Both sexes",416.3,52.6,58.4,NA,NA
"4316","2011/2013","Richmond Health Service Delivery Area, British Columbia","Females",412,51.2,56.7,117.2,NA
"4317","2011/2013","Richmond Health Service Delivery Area, British Columbia","Males",422.2,55.5,60,NA,111.1
"4318","2011/2013","Saskatchewan","Both sexes",508.4,71.8,72.9,NA,NA
"4319","2011/2013","Saskatchewan","Females",465.9,68.3,58.7,128.3,NA
"4320","2011/2013","Saskatchewan","Males",565.6,77.2,89.4,NA,142.3
"4321","2011/2013","Saskatoon Regional Health Authority, Saskatchewan","Both sexes",485,66.4,65.3,NA,NA
"4322","2011/2013","Saskatoon Regional Health Authority, Saskatchewan","Females",454.8,63.6,49.6,126.1,NA
"4323","2011/2013","Saskatoon Regional Health Authority, Saskatchewan","Males",533.9,71,84.4,NA,115.6
"4324","2011/2013","Simcoe Muskoka District Health Unit, Ontario","Both sexes",573.5,78.6,61.9,NA,NA
"4325","2011/2013","Simcoe Muskoka District Health Unit, Ontario","Females",526.4,77,52.3,134.4,NA
"4326","2011/2013","Simcoe Muskoka District Health Unit, Ontario","Males",637.5,82.1,73.3,NA,142.3
"4327","2011/2013","South East Health Integration Network, Ontario","Both sexes",570.7,84.2,62.1,NA,NA
"4328","2011/2013","South East Health Integration Network, Ontario","Females",513,77.7,51.1,132.5,NA
"4329","2011/2013","South East Health Integration Network, Ontario","Males",648,94.2,75.8,NA,130.3
"4330","2011/2013","South Vancouver Island Health Service Delivery Area, British Columbia","Both sexes",520.3,55.4,64.5,NA,NA
"4331","2011/2013","South Vancouver Island Health Service Delivery Area, British Columbia","Females",482.7,53.5,55,131.8,NA
"4332","2011/2013","South Vancouver Island Health Service Delivery Area, British Columbia","Males",574.7,59.4,75,NA,152.7
"4333","2011/2013","South West Health Integration Network, Ontario","Both sexes",539.9,67.7,63.8,NA,NA
"4334","2011/2013","South West Health Integration Network, Ontario","Females",487,59.5,51.8,128.1,NA
"4335","2011/2013","South West Health Integration Network, Ontario","Males",611.8,78.6,78.3,NA,136
"4336","2011/2013","South Zone, Alberta","Both sexes",516.1,59.1,64,NA,NA
"4337","2011/2013","South Zone, Alberta","Females",469.3,56.2,51.7,131.7,NA
"4338","2011/2013","South Zone, Alberta","Males",577.6,63.6,78.7,NA,147.1
"4339","2011/2013","Southern Health, Manitoba","Both sexes",506.8,59.2,66.7,NA,NA
"4340","2011/2013","Southern Health, Manitoba","Females",452.4,51.1,50.8,128.2,NA
"4341","2011/2013","Southern Health, Manitoba","Males",571.9,68.3,84.3,NA,124.6
"4342","2011/2013","Sudbury and District Health Unit, Ontario","Both sexes",577.8,89.6,61,NA,NA
"4343","2011/2013","Sudbury and District Health Unit, Ontario","Females",516.7,89.7,54.8,116.4,NA
"4344","2011/2013","Sudbury and District Health Unit, Ontario","Males",660.1,92.7,68.9,NA,144
"4345","2011/2013","Sun Country Regional Health Authority, Saskatchewan","Both sexes",496.6,68.6,69.2,NA,NA
"4346","2011/2013","Sun Country Regional Health Authority, Saskatchewan","Females",451.1,54.5,69.5,123.4,NA
"4347","2011/2013","Sun Country Regional Health Authority, Saskatchewan","Males",551.5,85,69.2,NA,155.3
"4348","2011/2013","Sunrise Regional Health Authority, Saskatchewan","Both sexes",527.2,68.8,73.3,NA,NA
"4349","2011/2013","Sunrise Regional Health Authority, Saskatchewan","Females",477.3,71,58.3,132.9,NA
"4350","2011/2013","Sunrise Regional Health Authority, Saskatchewan","Males",592.7,68.6,90.3,NA,162.5
"4351","2011/2013","Thompson/Cariboo Health Service Delivery Area, British Columbia","Both sexes",531.7,73.8,60,NA,NA
"4352","2011/2013","Thompson/Cariboo Health Service Delivery Area, British Columbia","Females",472.6,68.7,48.5,128.2,NA
"4353","2011/2013","Thompson/Cariboo Health Service Delivery Area, British Columbia","Males",594.2,79.1,72.1,NA,155.2
"4354","2011/2013","Thunder Bay District Health Unit, Ontario","Both sexes",571.5,84.9,64.4,NA,NA
"4355","2011/2013","Thunder Bay District Health Unit, Ontario","Females",532.3,80.1,55.6,124.7,NA
"4356","2011/2013","Thunder Bay District Health Unit, Ontario","Males",629.3,93.2,74.8,NA,126.3
"4357","2011/2013","Timiskaming Health Unit, Ontario","Both sexes",634.6,102.8,81.6,NA,NA
"4358","2011/2013","Timiskaming Health Unit, Ontario","Females",511.7,97.8,68.5,123.4,NA
"4359","2011/2013","Timiskaming Health Unit, Ontario","Males",782.3,111.2,102.1,NA,174.2
"4360","2011/2013","Toronto Central Health Integration Network, Ontario","Both sexes",511.1,53.7,48.6,NA,NA
"4361","2011/2013","Toronto Central Health Integration Network, Ontario","Females",480.5,41.8,40.9,127.1,NA
"4362","2011/2013","Toronto Central Health Integration Network, Ontario","Males",559.9,69.4,58.8,NA,130.1
"4363","2011/2013","Vancouver Health Service Delivery Area, British Columbia","Both sexes",431.5,50.8,54.4,NA,NA
"4364","2011/2013","Vancouver Health Service Delivery Area, British Columbia","Females",392.6,40.5,44,121.3,NA
"4365","2011/2013","Vancouver Health Service Delivery Area, British Columbia","Males",483.1,63.2,66.4,NA,111.9
"4366","2011/2013","Waterloo Health Unit, Ontario","Both sexes",531.7,64,64.4,NA,NA
"4367","2011/2013","Waterloo Health Unit, Ontario","Females",504.4,56,58.6,131.2,NA
"4368","2011/2013","Waterloo Health Unit, Ontario","Males",579.4,74.1,71.7,NA,121.3
"4369","2011/2013","Waterloo Wellington Health Integration Network, Ontario","Both sexes",521.7,62.3,62.9,NA,NA
"4370","2011/2013","Waterloo Wellington Health Integration Network, Ontario","Females",493.5,55.4,56.4,127.7,NA
"4371","2011/2013","Waterloo Wellington Health Integration Network, Ontario","Males",568.9,71.4,70.8,NA,119.2
"4372","2011/2013","Wellington-Dufferin-Guelph Health Unit, Ontario","Both sexes",526.1,64.6,60.8,NA,NA
"4373","2011/2013","Wellington-Dufferin-Guelph Health Unit, Ontario","Females",491.6,58.6,53.1,126,NA
"4374","2011/2013","Wellington-Dufferin-Guelph Health Unit, Ontario","Males",577.1,73.1,69.7,NA,122.3
"4375","2011/2013","Western Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes",574.4,88.2,84.7,NA,NA
"4376","2011/2013","Western Regional Integrated Health Authority, Newfoundland and Labrador","Females",500.3,75.5,68.8,129.1,NA
"4377","2011/2013","Western Regional Integrated Health Authority, Newfoundland and Labrador","Males",656.3,103.6,102.7,NA,186.1
"4378","2011/2013","Windsor-Essex County Health Unit, Ontario","Both sexes",555.1,70,57.7,NA,NA
"4379","2011/2013","Windsor-Essex County Health Unit, Ontario","Females",502.4,63.8,48.4,136.6,NA
"4380","2011/2013","Windsor-Essex County Health Unit, Ontario","Males",630.6,77.8,69.5,NA,145
"4381","2011/2013","Winnipeg Regional Health Authority, Manitoba","Both sexes",520.3,71.8,65.2,NA,NA
"4382","2011/2013","Winnipeg Regional Health Authority, Manitoba","Females",498.9,68.5,53.2,135.9,NA
"4383","2011/2013","Winnipeg Regional Health Authority, Manitoba","Males",562.7,77.6,80.4,NA,116.8
"4384","2011/2013","York Regional Health Unit, Ontario","Both sexes",489.5,47.6,50.8,NA,NA
"4385","2011/2013","York Regional Health Unit, Ontario","Females",464.7,40.1,43.1,128.2,NA
"4386","2011/2013","York Regional Health Unit, Ontario","Males",526.7,57.4,59.8,NA,125.3
"4387","2011/2013","Yukon","Both sexes",392.9,65.1,51.8,NA,NA
"4388","2011/2013","Yukon","Females",359.7,56.7,47.3,127.2,NA
"4389","2011/2013","Yukon","Males",421.6,71.4,57.5,NA,91.5
"4390","2011/2013","Zone 1 - Western, Nova Scotia","Both sexes",549,82,78.1,NA,NA
"4391","2011/2013","Zone 1 - Western, Nova Scotia","Females",479.1,67.5,66.1,116.4,NA
"4392","2011/2013","Zone 1 - Western, Nova Scotia","Males",636.2,99.2,91.9,NA,145.5
"4393","2011/2013","Zone 1 (Moncton area), New Brunswick","Both sexes",551.6,81.5,66.7,NA,NA
"4394","2011/2013","Zone 1 (Moncton area), New Brunswick","Females",473.1,68.6,53.1,115.9,NA
"4395","2011/2013","Zone 1 (Moncton area), New Brunswick","Males",646.3,98.5,80.5,NA,167.3
"4396","2011/2013","Zone 2 - Northern, Nova Scotia","Both sexes",532,87.7,75.1,NA,NA
"4397","2011/2013","Zone 2 - Northern, Nova Scotia","Females",512.6,83.2,67.5,118.5,NA
"4398","2011/2013","Zone 2 - Northern, Nova Scotia","Males",561.7,96,83.8,NA,108.4
"4399","2011/2013","Zone 2 (Saint John area), New Brunswick","Both sexes",537,83.4,59.4,NA,NA
"4400","2011/2013","Zone 2 (Saint John area), New Brunswick","Females",478.6,69.9,48,117.6,NA
"4401","2011/2013","Zone 2 (Saint John area), New Brunswick","Males",617.8,103.3,71.7,NA,135.5
"4402","2011/2013","Zone 3 - Eastern, Nova Scotia","Both sexes",567.9,91.9,80.1,NA,NA
"4403","2011/2013","Zone 3 - Eastern, Nova Scotia","Females",508.7,78,66.2,124.2,NA
"4404","2011/2013","Zone 3 - Eastern, Nova Scotia","Males",644,109.8,95.6,NA,125.8
"4405","2011/2013","Zone 3 (Fredericton area), New Brunswick","Both sexes",502.2,75.2,70.7,NA,NA
"4406","2011/2013","Zone 3 (Fredericton area), New Brunswick","Females",449.6,61.1,57.4,114.2,NA
"4407","2011/2013","Zone 3 (Fredericton area), New Brunswick","Males",573.3,94.4,87.8,NA,114.5
"4408","2011/2013","Zone 4 - Central, Nova Scotia","Both sexes",573.2,84.3,73.9,NA,NA
"4409","2011/2013","Zone 4 - Central, Nova Scotia","Females",507.4,77.9,61.7,131.3,NA
"4410","2011/2013","Zone 4 - Central, Nova Scotia","Males",666.4,95.9,90.4,NA,170.7
"4411","2011/2013","Zone 4 (Edmundston area), New Brunswick","Both sexes",531.9,80.7,75.3,NA,NA
"4412","2011/2013","Zone 4 (Edmundston area), New Brunswick","Females",478.7,61.6,55.3,136.4,NA
"4413","2011/2013","Zone 4 (Edmundston area), New Brunswick","Males",611,107.2,98.8,NA,163.4
"4414","2011/2013","Zone 5 (Campbellton area), New Brunswick","Both sexes",558.4,101.5,54.8,NA,NA
"4415","2011/2013","Zone 5 (Campbellton area), New Brunswick","Females",502.8,84.1,43.1,160.1,NA
"4416","2011/2013","Zone 5 (Campbellton area), New Brunswick","Males",637,127.7,71.1,NA,110.7
"4417","2011/2013","Zone 6 (Bathurst area), New Brunswick","Both sexes",532.3,72.8,58.1,NA,NA
"4418","2011/2013","Zone 6 (Bathurst area), New Brunswick","Females",469.6,52.7,39.9,123.8,NA
"4419","2011/2013","Zone 6 (Bathurst area), New Brunswick","Males",610.8,97.3,76.7,NA,123.6
"4420","2011/2013","Zone 7 (Miramichi area), New Brunswick","Both sexes",644.1,96.5,76.9,NA,NA
"4421","2011/2013","Zone 7 (Miramichi area), New Brunswick","Females",567.3,76.8,67.6,131.5,NA
"4422","2011/2013","Zone 7 (Miramichi area), New Brunswick","Males",733.1,123.2,86.3,NA,234.6
"4423","2012/2014","Alberta","Both sexes",498,64,59.7,NA,NA
"4424","2012/2014","Alberta","Females",455.7,61,49.2,126.4,NA
"4425","2012/2014","Alberta","Males",555.4,68.8,71.5,NA,142.1
"4426","2012/2014","Brant County Health Unit, Ontario","Both sexes",542.7,71.8,59.9,NA,NA
"4427","2012/2014","Brant County Health Unit, Ontario","Females",494.7,66.7,56.2,129.7,NA
"4428","2012/2014","Brant County Health Unit, Ontario","Males",612,80,65,NA,124.7
"4429","2012/2014","British Columbia","Both sexes",480.5,60.8,63.4,NA,NA
"4430","2012/2014","British Columbia","Females",443.9,58.3,52.9,122.4,NA
"4431","2012/2014","British Columbia","Males",527.1,64.5,74.9,NA,122.6
"4432","2012/2014","Calgary Zone, Alberta","Both sexes",476.4,51.4,53.1,NA,NA
"4433","2012/2014","Calgary Zone, Alberta","Females",431.2,47,44.9,124.3,NA
"4434","2012/2014","Calgary Zone, Alberta","Males",538.7,57.8,63.2,NA,146
"4435","2012/2014","Central East Health Integration Network, Ontario","Both sexes",515.8,65.8,54.2,NA,NA
"4436","2012/2014","Central East Health Integration Network, Ontario","Females",492.3,61.7,44.7,124.5,NA
"4437","2012/2014","Central East Health Integration Network, Ontario","Males",555.1,72.1,65.4,NA,120
"4438","2012/2014","Central Health Integration Network, Ontario","Both sexes",494.1,48.5,50.1,NA,NA
"4439","2012/2014","Central Health Integration Network, Ontario","Females",475.7,40.4,41.4,130.5,NA
"4440","2012/2014","Central Health Integration Network, Ontario","Males",526.9,59,60.2,NA,115.7
"4441","2012/2014","Central Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes",562,67.5,111.1,NA,NA
"4442","2012/2014","Central Regional Integrated Health Authority, Newfoundland and Labrador","Females",515.5,41.4,90.5,137.7,NA
"4443","2012/2014","Central Regional Integrated Health Authority, Newfoundland and Labrador","Males",613.1,96.5,133.6,NA,129.7
"4444","2012/2014","Central Vancouver Island Health Service Delivery Area, British Columbia","Both sexes",518.2,64,68.5,NA,NA
"4445","2012/2014","Central Vancouver Island Health Service Delivery Area, British Columbia","Females",466.3,67.2,56.7,131.1,NA
"4446","2012/2014","Central Vancouver Island Health Service Delivery Area, British Columbia","Males",577.8,61.2,81.2,NA,148.7
"4447","2012/2014","Central West Health Integration Network, Ontario","Both sexes",441,46.9,44.9,NA,NA
"4448","2012/2014","Central West Health Integration Network, Ontario","Females",415.2,39,37.6,108.7,NA
"4449","2012/2014","Central West Health Integration Network, Ontario","Males",479,57.2,53.2,NA,113
"4450","2012/2014","Central Zone, Alberta","Both sexes",530.6,74,67.4,NA,NA
"4451","2012/2014","Central Zone, Alberta","Females",483.9,73.4,54.6,127.4,NA
"4452","2012/2014","Central Zone, Alberta","Males",591.2,75.2,81.1,NA,163
"4453","2012/2014","Champlain Health Integration Network, Ontario","Both sexes",519.1,73.5,60,NA,NA
"4454","2012/2014","Champlain Health Integration Network, Ontario","Females",484.7,71.4,52,133.4,NA
"4455","2012/2014","Champlain Health Integration Network, Ontario","Males",570.7,78.1,70.1,NA,124.7
"4456","2012/2014","Chatham-Kent Health Unit, Ontario","Both sexes",567.5,75.9,73.1,NA,NA
"4457","2012/2014","Chatham-Kent Health Unit, Ontario","Females",547.9,75.6,63.1,144.3,NA
"4458","2012/2014","Chatham-Kent Health Unit, Ontario","Males",602.7,79.3,84.1,NA,119.1
"4459","2012/2014","City of Hamilton Health Unit, Ontario","Both sexes",525.4,72.4,60.9,NA,NA
"4460","2012/2014","City of Hamilton Health Unit, Ontario","Females",479.5,64.8,48.6,125,NA
